date,value,series_id
1955-06-01,50790,PAYEMS
1955-07-01,50987,PAYEMS
1955-08-01,51111,PAYEMS
1955-09-01,51266,PAYEMS
1955-10-01,51429,PAYEMS
1955-11-01,51592,PAYEMS
1955-12-01,51805,PAYEMS
1956-01-01,51975,PAYEMS
1956-02-01,52167,PAYEMS
1956-03-01,52294,PAYEMS
1956-04-01,52375,PAYEMS
1956-05-01,52506,PAYEMS
1956-06-01,52586,PAYEMS
1956-07-01,51955,PAYEMS
1956-08-01,52631,PAYEMS
1956-09-01,52604,PAYEMS
1956-10-01,52777,PAYEMS
1956-11-01,52821,PAYEMS
1956-12-01,52929,PAYEMS
1957-01-01,52887,PAYEMS
1957-02-01,53097,PAYEMS
1957-03-01,53156,PAYEMS
1957-04-01,53238,PAYEMS
1957-05-01,53150,PAYEMS
1957-06-01,53067,PAYEMS
1957-07-01,53123,PAYEMS
1957-08-01,53128,PAYEMS
1957-09-01,52934,PAYEMS
1957-10-01,52763,PAYEMS
1957-11-01,52558,PAYEMS
1957-12-01,52384,PAYEMS
1958-01-01,52076,PAYEMS
1958-02-01,51576,PAYEMS
1958-03-01,51299,PAYEMS
1958-04-01,51027,PAYEMS
1958-05-01,50914,PAYEMS
1958-06-01,50914,PAYEMS
1958-07-01,51039,PAYEMS
1958-08-01,51233,PAYEMS
1958-09-01,51506,PAYEMS
1958-10-01,51485,PAYEMS
1958-11-01,51944,PAYEMS
1958-12-01,52085,PAYEMS
1959-01-01,52478,PAYEMS
1959-02-01,52688,PAYEMS
1959-03-01,53014,PAYEMS
1959-04-01,53321,PAYEMS
1959-05-01,53550,PAYEMS
1959-06-01,53681,PAYEMS
1959-07-01,53804,PAYEMS
1959-08-01,53336,PAYEMS
1959-09-01,53428,PAYEMS
1959-10-01,53358,PAYEMS
1959-11-01,53634,PAYEMS
1959-12-01,54174,PAYEMS
1960-01-01,54274,PAYEMS
1960-02-01,54513,PAYEMS
1960-03-01,54454,PAYEMS
1960-04-01,54813,PAYEMS
1960-05-01,54475,PAYEMS
1960-06-01,54348,PAYEMS
1960-07-01,54306,PAYEMS
1960-08-01,54272,PAYEMS
1960-09-01,54227,PAYEMS
1960-10-01,54142,PAYEMS
1960-11-01,53961,PAYEMS
1960-12-01,53742,PAYEMS
1961-01-01,53683,PAYEMS
1961-02-01,53557,PAYEMS
1961-03-01,53659,PAYEMS
1961-04-01,53627,PAYEMS
1961-05-01,53786,PAYEMS
1961-06-01,53977,PAYEMS
1961-07-01,54123,PAYEMS
1961-08-01,54298,PAYEMS
1961-09-01,54388,PAYEMS
1961-10-01,54522,PAYEMS
1961-11-01,54742,PAYEMS
1961-12-01,54872,PAYEMS
1962-01-01,54891,PAYEMS
1962-02-01,55188,PAYEMS
1962-03-01,55275,PAYEMS
1962-04-01,55602,PAYEMS
1962-05-01,55628,PAYEMS
1962-06-01,55644,PAYEMS
1962-07-01,55746,PAYEMS
1962-08-01,55838,PAYEMS
1962-09-01,55978,PAYEMS
1962-10-01,56041,PAYEMS
1962-11-01,56056,PAYEMS
1962-12-01,56028,PAYEMS
1963-01-01,56115,PAYEMS
1963-02-01,56230,PAYEMS
1963-03-01,56320,PAYEMS
1963-04-01,56580,PAYEMS
1963-05-01,56616,PAYEMS
1963-06-01,56659,PAYEMS
1963-07-01,56794,PAYEMS
1963-08-01,56910,PAYEMS
1963-09-01,57078,PAYEMS
1963-10-01,57283,PAYEMS
1963-11-01,57255,PAYEMS
1963-12-01,57361,PAYEMS
1964-01-01,57487,PAYEMS
1964-02-01,57753,PAYEMS
1964-03-01,57897,PAYEMS
1964-04-01,57922,PAYEMS
1964-05-01,58089,PAYEMS
1964-06-01,58219,PAYEMS
1964-07-01,58412,PAYEMS
1964-08-01,58619,PAYEMS
1964-09-01,58903,PAYEMS
1964-10-01,58793,PAYEMS
1964-11-01,59218,PAYEMS
1964-12-01,59421,PAYEMS
1965-01-01,59582,PAYEMS
1965-02-01,59800,PAYEMS
1965-03-01,60003,PAYEMS
1965-04-01,60259,PAYEMS
1965-05-01,60491,PAYEMS
1965-06-01,60690,PAYEMS
1965-07-01,60965,PAYEMS
1965-08-01,61228,PAYEMS
1965-09-01,61490,PAYEMS
1965-10-01,61719,PAYEMS
1965-11-01,61996,PAYEMS
1965-12-01,62322,PAYEMS
1966-01-01,62529,PAYEMS
1966-02-01,62796,PAYEMS
1966-03-01,63192,PAYEMS
1966-04-01,63437,PAYEMS
1966-05-01,63712,PAYEMS
1966-06-01,64111,PAYEMS
1966-07-01,64301,PAYEMS
1966-08-01,64507,PAYEMS
1966-09-01,64643,PAYEMS
1966-10-01,64854,PAYEMS
1966-11-01,65019,PAYEMS
1966-12-01,65199,PAYEMS
1967-01-01,65407,PAYEMS
1967-02-01,65429,PAYEMS
1967-03-01,65530,PAYEMS
1967-04-01,65466,PAYEMS
1967-05-01,65620,PAYEMS
1967-06-01,65750,PAYEMS
1967-07-01,65888,PAYEMS
1967-08-01,66143,PAYEMS
1967-09-01,66164,PAYEMS
1967-10-01,66225,PAYEMS
1967-11-01,66703,PAYEMS
1967-12-01,66900,PAYEMS
1968-01-01,66804,PAYEMS
1968-02-01,67215,PAYEMS
1968-03-01,67295,PAYEMS
1968-04-01,67556,PAYEMS
1968-05-01,67652,PAYEMS
1968-06-01,67905,PAYEMS
1968-07-01,68126,PAYEMS
1968-08-01,68330,PAYEMS
1968-09-01,68484,PAYEMS
1968-10-01,68721,PAYEMS
1968-11-01,68984,PAYEMS
1968-12-01,69248,PAYEMS
1969-01-01,69439,PAYEMS
1969-02-01,69699,PAYEMS
1969-03-01,69905,PAYEMS
1969-04-01,70072,PAYEMS
1969-05-01,70328,PAYEMS
1969-06-01,70636,PAYEMS
1969-07-01,70729,PAYEMS
1969-08-01,71008,PAYEMS
1969-09-01,70914,PAYEMS
1969-10-01,71121,PAYEMS
1969-11-01,71086,PAYEMS
1969-12-01,71241,PAYEMS
1970-01-01,71176,PAYEMS
1970-02-01,71305,PAYEMS
1970-03-01,71451,PAYEMS
1970-04-01,71348,PAYEMS
1970-05-01,71124,PAYEMS
1970-06-01,71029,PAYEMS
1970-07-01,71053,PAYEMS
1970-08-01,70937,PAYEMS
1970-09-01,70944,PAYEMS
1970-10-01,70521,PAYEMS
1970-11-01,70409,PAYEMS
1970-12-01,70792,PAYEMS
1971-01-01,70865,PAYEMS
1971-02-01,70807,PAYEMS
1971-03-01,70860,PAYEMS
1971-04-01,71036,PAYEMS
1971-05-01,71247,PAYEMS
1971-06-01,71254,PAYEMS
1971-07-01,71315,PAYEMS
1971-08-01,71373,PAYEMS
1971-09-01,71614,PAYEMS
1971-10-01,71642,PAYEMS
1971-11-01,71847,PAYEMS
1971-12-01,72109,PAYEMS
1972-01-01,72441,PAYEMS
1972-02-01,72648,PAYEMS
1972-03-01,72944,PAYEMS
1972-04-01,73162,PAYEMS
1972-05-01,73469,PAYEMS
1972-06-01,73758,PAYEMS
1972-07-01,73709,PAYEMS
1972-08-01,74141,PAYEMS
1972-09-01,74264,PAYEMS
1972-10-01,74674,PAYEMS
1972-11-01,74973,PAYEMS
1972-12-01,75268,PAYEMS
1973-01-01,75617,PAYEMS
1973-02-01,76014,PAYEMS
1973-03-01,76284,PAYEMS
1973-04-01,76455,PAYEMS
1973-05-01,76648,PAYEMS
1973-06-01,76887,PAYEMS
1973-07-01,76913,PAYEMS
1973-08-01,77168,PAYEMS
1973-09-01,77276,PAYEMS
1973-10-01,77607,PAYEMS
1973-11-01,77920,PAYEMS
1973-12-01,78031,PAYEMS
1974-01-01,78100,PAYEMS
1974-02-01,78254,PAYEMS
1974-03-01,78296,PAYEMS
1974-04-01,78382,PAYEMS
1974-05-01,78549,PAYEMS
1974-06-01,78604,PAYEMS
1974-07-01,78636,PAYEMS
1974-08-01,78619,PAYEMS
1974-09-01,78610,PAYEMS
1974-10-01,78630,PAYEMS
1974-11-01,78265,PAYEMS
1974-12-01,77652,PAYEMS
1975-01-01,77293,PAYEMS
1975-02-01,76918,PAYEMS
1975-03-01,76648,PAYEMS
1975-04-01,76460,PAYEMS
1975-05-01,76624,PAYEMS
1975-06-01,76521,PAYEMS
1975-07-01,76770,PAYEMS
1975-08-01,77153,PAYEMS
1975-09-01,77228,PAYEMS
1975-10-01,77540,PAYEMS
1975-11-01,77685,PAYEMS
1975-12-01,78017,PAYEMS
1976-01-01,78503,PAYEMS
1976-02-01,78816,PAYEMS
1976-03-01,79048,PAYEMS
1976-04-01,79292,PAYEMS
1976-05-01,79312,PAYEMS
1976-06-01,79376,PAYEMS
1976-07-01,79547,PAYEMS
1976-08-01,79704,PAYEMS
1976-09-01,79892,PAYEMS
1976-10-01,79911,PAYEMS
1976-11-01,80240,PAYEMS
1976-12-01,80448,PAYEMS
1977-01-01,80690,PAYEMS
1977-02-01,80988,PAYEMS
1977-03-01,81391,PAYEMS
1977-04-01,81728,PAYEMS
1977-05-01,82088,PAYEMS
1977-06-01,82488,PAYEMS
1977-07-01,82834,PAYEMS
1977-08-01,83075,PAYEMS
1977-09-01,83532,PAYEMS
1977-10-01,83800,PAYEMS
1977-11-01,84173,PAYEMS
1977-12-01,84410,PAYEMS
1978-01-01,84594,PAYEMS
1978-02-01,84948,PAYEMS
1978-03-01,85460,PAYEMS
1978-04-01,86162,PAYEMS
1978-05-01,86509,PAYEMS
1978-06-01,86950,PAYEMS
1978-07-01,87204,PAYEMS
1978-08-01,87483,PAYEMS
1978-09-01,87621,PAYEMS
1978-10-01,87956,PAYEMS
1978-11-01,88391,PAYEMS
1978-12-01,88671,PAYEMS
1979-01-01,88808,PAYEMS
1979-02-01,89055,PAYEMS
1979-03-01,89479,PAYEMS
1979-04-01,89417,PAYEMS
1979-05-01,89789,PAYEMS
1979-06-01,90108,PAYEMS
1979-07-01,90217,PAYEMS
1979-08-01,90300,PAYEMS
1979-09-01,90327,PAYEMS
1979-10-01,90481,PAYEMS
1979-11-01,90573,PAYEMS
1979-12-01,90672,PAYEMS
1980-01-01,90800,PAYEMS
1980-02-01,90883,PAYEMS
1980-03-01,90994,PAYEMS
1980-04-01,90849,PAYEMS
1980-05-01,90420,PAYEMS
1980-06-01,90101,PAYEMS
1980-07-01,89840,PAYEMS
1980-08-01,90099,PAYEMS
1980-09-01,90213,PAYEMS
1980-10-01,90490,PAYEMS
1980-11-01,90747,PAYEMS
1980-12-01,90943,PAYEMS
1981-01-01,91033,PAYEMS
1981-02-01,91105,PAYEMS
1981-03-01,91210,PAYEMS
1981-04-01,91283,PAYEMS
1981-05-01,91296,PAYEMS
1981-06-01,91490,PAYEMS
1981-07-01,91601,PAYEMS
1981-08-01,91565,PAYEMS
1981-09-01,91477,PAYEMS
1981-10-01,91380,PAYEMS
1981-11-01,91171,PAYEMS
1981-12-01,90895,PAYEMS
1982-01-01,90565,PAYEMS
1982-02-01,90563,PAYEMS
1982-03-01,90434,PAYEMS
1982-04-01,90150,PAYEMS
1982-05-01,90107,PAYEMS
1982-06-01,89865,PAYEMS
1982-07-01,89521,PAYEMS
1982-08-01,89363,PAYEMS
1982-09-01,89183,PAYEMS
1982-10-01,88907,PAYEMS
1982-11-01,88786,PAYEMS
1982-12-01,88771,PAYEMS
1983-01-01,88990,PAYEMS
1983-02-01,88917,PAYEMS
1983-03-01,89090,PAYEMS
1983-04-01,89364,PAYEMS
1983-05-01,89644,PAYEMS
1983-06-01,90021,PAYEMS
1983-07-01,90437,PAYEMS
1983-08-01,90129,PAYEMS
1983-09-01,91247,PAYEMS
1983-10-01,91520,PAYEMS
1983-11-01,91875,PAYEMS
1983-12-01,92230,PAYEMS
1984-01-01,92673,PAYEMS
1984-02-01,93157,PAYEMS
1984-03-01,93429,PAYEMS
1984-04-01,93792,PAYEMS
1984-05-01,94098,PAYEMS
1984-06-01,94479,PAYEMS
1984-07-01,94789,PAYEMS
1984-08-01,95032,PAYEMS
1984-09-01,95344,PAYEMS
1984-10-01,95629,PAYEMS
1984-11-01,95982,PAYEMS
1984-12-01,96107,PAYEMS
1985-01-01,96372,PAYEMS
1985-02-01,96503,PAYEMS
1985-03-01,96842,PAYEMS
1985-04-01,97038,PAYEMS
1985-05-01,97312,PAYEMS
1985-06-01,97459,PAYEMS
1985-07-01,97648,PAYEMS
1985-08-01,97840,PAYEMS
1985-09-01,98045,PAYEMS
1985-10-01,98233,PAYEMS
1985-11-01,98443,PAYEMS
1985-12-01,98609,PAYEMS
1986-01-01,98732,PAYEMS
1986-02-01,98847,PAYEMS
1986-03-01,98934,PAYEMS
1986-04-01,99121,PAYEMS
1986-05-01,99248,PAYEMS
1986-06-01,99155,PAYEMS
1986-07-01,99473,PAYEMS
1986-08-01,99588,PAYEMS
1986-09-01,99934,PAYEMS
1986-10-01,100121,PAYEMS
1986-11-01,100308,PAYEMS
1986-12-01,100509,PAYEMS
1987-01-01,100678,PAYEMS
1987-02-01,100919,PAYEMS
1987-03-01,101164,PAYEMS
1987-04-01,101499,PAYEMS
1987-05-01,101728,PAYEMS
1987-06-01,101900,PAYEMS
1987-07-01,102247,PAYEMS
1987-08-01,102420,PAYEMS
1987-09-01,102647,PAYEMS
1987-10-01,103138,PAYEMS
1987-11-01,103372,PAYEMS
1987-12-01,103661,PAYEMS
1988-01-01,103753,PAYEMS
1988-02-01,104214,PAYEMS
1988-03-01,104489,PAYEMS
1988-04-01,104732,PAYEMS
1988-05-01,104962,PAYEMS
1988-06-01,105326,PAYEMS
1988-07-01,105550,PAYEMS
1988-08-01,105674,PAYEMS
1988-09-01,106013,PAYEMS
1988-10-01,106276,PAYEMS
1988-11-01,106617,PAYEMS
1988-12-01,106898,PAYEMS
1989-01-01,107161,PAYEMS
1989-02-01,107427,PAYEMS
1989-03-01,107621,PAYEMS
1989-04-01,107791,PAYEMS
1989-05-01,107913,PAYEMS
1989-06-01,108027,PAYEMS
1989-07-01,108069,PAYEMS
1989-08-01,108120,PAYEMS
1989-09-01,108369,PAYEMS
1989-10-01,108476,PAYEMS
1989-11-01,108752,PAYEMS
1989-12-01,108836,PAYEMS
1990-01-01,109196,PAYEMS
1990-02-01,109436,PAYEMS
1990-03-01,109640,PAYEMS
1990-04-01,109674,PAYEMS
1990-05-01,109828,PAYEMS
1990-06-01,109850,PAYEMS
1990-07-01,109815,PAYEMS
1990-08-01,109606,PAYEMS
1990-09-01,109523,PAYEMS
1990-10-01,109377,PAYEMS
1990-11-01,109222,PAYEMS
1990-12-01,109168,PAYEMS
1991-01-01,109058,PAYEMS
1991-02-01,108735,PAYEMS
1991-03-01,108568,PAYEMS
1991-04-01,108350,PAYEMS
1991-05-01,108253,PAYEMS
1991-06-01,108330,PAYEMS
1991-07-01,108290,PAYEMS
1991-08-01,108299,PAYEMS
1991-09-01,108335,PAYEMS
1991-10-01,108361,PAYEMS
1991-11-01,108300,PAYEMS
1991-12-01,108330,PAYEMS
1992-01-01,108365,PAYEMS
1992-02-01,108313,PAYEMS
1992-03-01,108367,PAYEMS
1992-04-01,108517,PAYEMS
1992-05-01,108647,PAYEMS
1992-06-01,108707,PAYEMS
1992-07-01,108792,PAYEMS
1992-08-01,108916,PAYEMS
1992-09-01,108952,PAYEMS
1992-10-01,109138,PAYEMS
1992-11-01,109283,PAYEMS
1992-12-01,109502,PAYEMS
1993-01-01,109790,PAYEMS
1993-02-01,110048,PAYEMS
1993-03-01,110004,PAYEMS
1993-04-01,110300,PAYEMS
1993-05-01,110571,PAYEMS
1993-06-01,110742,PAYEMS
1993-07-01,111054,PAYEMS
1993-08-01,111200,PAYEMS
1993-09-01,111449,PAYEMS
1993-10-01,111734,PAYEMS
1993-11-01,111988,PAYEMS
1993-12-01,112324,PAYEMS
1994-01-01,112601,PAYEMS
1994-02-01,112782,PAYEMS
1994-03-01,113245,PAYEMS
1994-04-01,113589,PAYEMS
1994-05-01,113922,PAYEMS
1994-06-01,114239,PAYEMS
1994-07-01,114608,PAYEMS
1994-08-01,114903,PAYEMS
1994-09-01,115247,PAYEMS
1994-10-01,115457,PAYEMS
1994-11-01,115868,PAYEMS
1994-12-01,116173,PAYEMS
1995-01-01,116505,PAYEMS
1995-02-01,116694,PAYEMS
1995-03-01,116908,PAYEMS
1995-04-01,117065,PAYEMS
1995-05-01,117047,PAYEMS
1995-06-01,117291,PAYEMS
1995-07-01,117382,PAYEMS
1995-08-01,117646,PAYEMS
1995-09-01,117873,PAYEMS
1995-10-01,118026,PAYEMS
1995-11-01,118165,PAYEMS
1995-12-01,118325,PAYEMS
1996-01-01,118317,PAYEMS
1996-02-01,118737,PAYEMS
1996-03-01,118992,PAYEMS
1996-04-01,119158,PAYEMS
1996-05-01,119496,PAYEMS
1996-06-01,119770,PAYEMS
1996-07-01,120019,PAYEMS
1996-08-01,120198,PAYEMS
1996-09-01,120400,PAYEMS
1996-10-01,120665,PAYEMS
1996-11-01,120947,PAYEMS
1996-12-01,121143,PAYEMS
1997-01-01,121357,PAYEMS
1997-02-01,121674,PAYEMS
1997-03-01,121991,PAYEMS
1997-04-01,122288,PAYEMS
1997-05-01,122560,PAYEMS
1997-06-01,122816,PAYEMS
1997-07-01,123114,PAYEMS
1997-08-01,123086,PAYEMS
1997-09-01,123575,PAYEMS
1997-10-01,123924,PAYEMS
1997-11-01,124226,PAYEMS
1997-12-01,124549,PAYEMS
1998-01-01,124806,PAYEMS
1998-02-01,125017,PAYEMS
1998-03-01,125165,PAYEMS
1998-04-01,125446,PAYEMS
1998-05-01,125846,PAYEMS
1998-06-01,126076,PAYEMS
1998-07-01,126211,PAYEMS
1998-08-01,126546,PAYEMS
1998-09-01,126744,PAYEMS
1998-10-01,126948,PAYEMS
1998-11-01,127223,PAYEMS
1998-12-01,127595,PAYEMS
1999-01-01,127699,PAYEMS
1999-02-01,128118,PAYEMS
1999-03-01,128234,PAYEMS
1999-04-01,128596,PAYEMS
1999-05-01,128813,PAYEMS
1999-06-01,129084,PAYEMS
1999-07-01,129421,PAYEMS
1999-08-01,129572,PAYEMS
1999-09-01,129772,PAYEMS
1999-10-01,130178,PAYEMS
1999-11-01,130467,PAYEMS
1999-12-01,130783,PAYEMS
2000-01-01,131011,PAYEMS
2000-02-01,131121,PAYEMS
2000-03-01,131604,PAYEMS
2000-04-01,131883,PAYEMS
2000-05-01,132105,PAYEMS
2000-06-01,132062,PAYEMS
2000-07-01,132228,PAYEMS
2000-08-01,132234,PAYEMS
2000-09-01,132338,PAYEMS
2000-10-01,132352,PAYEMS
2000-11-01,132556,PAYEMS
2000-12-01,132716,PAYEMS
2001-01-01,132703,PAYEMS
2001-02-01,132788,PAYEMS
2001-03-01,132751,PAYEMS
2001-04-01,132457,PAYEMS
2001-05-01,132409,PAYEMS
2001-06-01,132299,PAYEMS
2001-07-01,132171,PAYEMS
2001-08-01,132021,PAYEMS
2001-09-01,131763,PAYEMS
2001-10-01,131452,PAYEMS
2001-11-01,131144,PAYEMS
2001-12-01,130983,PAYEMS
2002-01-01,130859,PAYEMS
2002-02-01,130736,PAYEMS
2002-03-01,130722,PAYEMS
2002-04-01,130615,PAYEMS
2002-05-01,130632,PAYEMS
2002-06-01,130673,PAYEMS
2002-07-01,130583,PAYEMS
2002-08-01,130582,PAYEMS
2002-09-01,130503,PAYEMS
2002-10-01,130617,PAYEMS
2002-11-01,130616,PAYEMS
2002-12-01,130465,PAYEMS
2003-01-01,130573,PAYEMS
2003-02-01,130441,PAYEMS
2003-03-01,130235,PAYEMS
2003-04-01,130172,PAYEMS
2003-05-01,130196,PAYEMS
2003-06-01,130185,PAYEMS
2003-07-01,130184,PAYEMS
2003-08-01,130153,PAYEMS
2003-09-01,130253,PAYEMS
2003-10-01,130440,PAYEMS
2003-11-01,130481,PAYEMS
2003-12-01,130589,PAYEMS
2004-01-01,130756,PAYEMS
2004-02-01,130820,PAYEMS
2004-03-01,131139,PAYEMS
2004-04-01,131412,PAYEMS
2004-05-01,131697,PAYEMS
2004-06-01,131794,PAYEMS
2004-07-01,131853,PAYEMS
2004-08-01,131940,PAYEMS
2004-09-01,132091,PAYEMS
2004-10-01,132431,PAYEMS
2004-11-01,132504,PAYEMS
2004-12-01,132629,PAYEMS
2005-01-01,132781,PAYEMS
2005-02-01,133033,PAYEMS
2005-03-01,133152,PAYEMS
2005-04-01,133519,PAYEMS
2005-05-01,133689,PAYEMS
2005-06-01,133947,PAYEMS
2005-07-01,134300,PAYEMS
2005-08-01,134503,PAYEMS
2005-09-01,134554,PAYEMS
2005-10-01,134643,PAYEMS
2005-11-01,134999,PAYEMS
2005-12-01,135158,PAYEMS
2006-01-01,135426,PAYEMS
2006-02-01,135731,PAYEMS
2006-03-01,136036,PAYEMS
2006-04-01,136208,PAYEMS
2006-05-01,136249,PAYEMS
2006-06-01,136335,PAYEMS
2006-07-01,136529,PAYEMS
2006-08-01,136693,PAYEMS
2006-09-01,136829,PAYEMS
2006-10-01,136846,PAYEMS
2006-11-01,137061,PAYEMS
2006-12-01,137249,PAYEMS
2007-01-01,137472,PAYEMS
2007-02-01,137558,PAYEMS
2007-03-01,137782,PAYEMS
2007-04-01,137845,PAYEMS
2007-05-01,137993,PAYEMS
2007-06-01,138069,PAYEMS
